,,c0,c0,c0,c0,c0,h0,h0,h0,h0,h0,h1,h1,h1,h1,h1,h2,h2,h2,h2,h2,op,op,op,op,op,all,all,all,all,all
error_type,,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3,-1,0,1,2,3
model_seed,error_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,LIM_20-9387,0.2898,0.9914,0.225,0.9917,0.9911,0.9878,0.9917,0.9872,0.9924,0.9911,0.9911,0.9914,0.9911,0.9917,0.9914,0.8745,0.9911,0.8797,0.9909,0.9922,0.9693,0.9914,0.9688,0.9896,0.9888,0.2307,0.9898,0.1971,0.9888,0.9891
9825,LIM_50-2188,0.1682,0.9914,0.1633,0.9917,0.9919,0.9789,0.9919,0.9826,0.9914,0.9927,0.9909,0.9917,0.9906,0.9911,0.9922,0.7336,0.9917,0.7307,0.9901,0.9909,0.9247,0.9909,0.9203,0.9831,0.9833,0.1292,0.9898,0.1273,0.9807,0.9797
9825,LIM_50-3987,0.1771,0.9917,0.1526,0.9917,0.9911,0.9792,0.9909,0.9831,0.9911,0.9917,0.9911,0.9911,0.9919,0.9906,0.9922,0.7586,0.9911,0.7534,0.9901,0.9914,0.9516,0.9909,0.9549,0.9865,0.9841,0.1232,0.9898,0.1143,0.9846,0.9823
9825,LIM_50-4981,0.157,0.9914,0.1583,0.9917,0.9917,0.9779,0.9904,0.9833,0.9914,0.9906,0.9911,0.9917,0.9911,0.9909,0.9914,0.7523,0.9896,0.7333,0.9901,0.9896,0.9393,0.9906,0.9388,0.9846,0.9815,0.1229,0.9891,0.1089,0.9805,0.9792
9825,LIM_50-6404,0.1557,0.9917,0.1763,0.9914,0.9911,0.982,0.9914,0.9823,0.9917,0.9909,0.9904,0.9919,0.9917,0.9911,0.9917,0.7479,0.9917,0.7508,0.9898,0.9917,0.9328,0.9911,0.9378,0.9836,0.9846,0.1273,0.9904,0.1255,0.9815,0.9826
9825,LIM_50-9387,0.1617,0.9919,0.1466,0.9919,0.9917,0.982,0.9917,0.9826,0.9922,0.9909,0.9909,0.9924,0.9906,0.9909,0.9914,0.751,0.9906,0.7471,0.9909,0.9906,0.9224,0.9914,0.9245,0.9815,0.9859,0.1224,0.9901,0.1229,0.9799,0.9812
9825,LIM_99-2188,0.157,0.9917,0.169,0.9919,0.9914,0.9549,0.9906,0.9625,0.9919,0.9914,0.9883,0.9914,0.9878,0.9906,0.9909,0.582,0.9906,0.5901,0.9888,0.9878,0.8693,0.9909,0.8724,0.9747,0.9747,0.1068,0.9872,0.1081,0.9695,0.9628
9825,LIM_99-3987,0.175,0.9914,0.1753,0.9909,0.9911,0.9562,0.9906,0.9661,0.9901,0.9911,0.9891,0.9909,0.9898,0.9901,0.9906,0.601,0.9909,0.5891,0.9885,0.9867,0.9221,0.9911,0.9091,0.9786,0.9807,0.1099,0.9885,0.1078,0.9711,0.9708
9825,LIM_99-4981,0.1445,0.9919,0.1654,0.9917,0.9922,0.9573,0.9911,0.9625,0.9909,0.9906,0.9867,0.9914,0.9898,0.9927,0.9909,0.5987,0.9901,0.5979,0.9893,0.9883,0.9021,0.9906,0.9013,0.9758,0.976,0.1057,0.9872,0.1133,0.9701,0.9693
9825,LIM_99-6404,0.1318,0.9909,0.1487,0.9922,0.9914,0.9464,0.9914,0.9607,0.9919,0.9914,0.9898,0.9909,0.9885,0.9901,0.9917,0.5956,0.9906,0.5987,0.9901,0.9906,0.8802,0.9904,0.8891,0.9768,0.974,0.1146,0.9883,0.1161,0.9703,0.9685
9825,LIM_99-9387,0.162,0.9922,0.1625,0.9914,0.9917,0.9589,0.9911,0.9641,0.9922,0.9911,0.988,0.9922,0.9901,0.9896,0.9917,0.6143,0.9906,0.5888,0.9901,0.9909,0.874,0.9909,0.8706,0.9727,0.9695,0.1094,0.9875,0.106,0.9667,0.9625
